počty,LCC,řaz1,řaz2,LCC-kategorie,LCC-slovní vyj.,Thema-znak,Thema-slovní vyj. ang.,Sémantická ztráta,pozn.,THEMA do záznamu (znak),THEMA do záznamu (slovně)
1,TK7895.O6,TK,7895,electronics,computer engineering,UKX,Utilities and tools,BT,,,
5,TK7895.P68,TK,7895,electronics,computer engineering,UKX,Utilities and tools,BT,,,
7,TK7895.S62,TK,7895,electronics,computer engineering,UKX,Utilities and tools,BT,,,
6,TK7895.S65,TK,7895,electronics,computer engineering,UYQS,Speech recognition,EQT,,,
5,TK8300,TK,8300,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,EQS,,,
7,TK8304,TK,8304,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,EQS,,,
1,TK8305,TK,8305,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,EQS,,,
2,TK8306,TK,8306,electronics,optoelectronic devices,TJFD+TTBF,Electronic devices and materials+Fibre optics,BT,,,
8,TK8315,TK,8315,electronics,optoelectronic devices,TJFD+TTBM,Electronic devices and materials+Imaging systems and technology,BT,,,
1,TK8316,TK,8316,electronics,optoelectronic devices,TJFD+TTBM,Electronic devices and materials+Imaging systems and technology,BT,,,
5,TK8320,TK,8320,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
8,TK8322,TK,8322,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
1,TK8360.L5,TK,8360,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
1,TK8360.M53,TK,8360,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
1,TK8360.O65,TK,8360,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
5,TK8360.O67,TK,8360,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
2,TK8360.O68,TK,8360,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
1,TK8360.O69,TK,8360,electronics,optoelectronic devices,TJFD+TTB,Electronic devices and materials+Applied optics,BT,,,
60,TK9001,TK,9001,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
1,TK9001.B7,TK,9001,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
23,TK9006,TK,9006,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
5,TK9009,TK,9009,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
1,TK9013,TK,9013,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
1,TK9065.3,TK,9065,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
1,TK9086.6,TK,9086,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
47,TK9145,TK,9145,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
1,TK9151,TK,9151,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
1,TK9151.4,TK,9151,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9151.6,TK,9151,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
69,TK9152,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9152.13,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9152.15,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9152.16,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9152.163,TK,9152,nuclear enginnering,,THK+TNCE,Nuclear power and engineering+Earthquake engineering,EQS,,,
9,TK9152.1645,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9152.165,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
10,TK9152.17,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
16,TK9152.2,TK,9152,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
11,TK9153,TK,9153,nuclear enginnering,,THK,Nuclear power and engineering,EQS,,,
1,TK9156,TK,9156,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
4,TK9178,TK,9178,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9180,TK,9180,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
8,TK9185,TK,9185,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9185.A1,TK,9185,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
68,TK9202,TK,9202,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9203.B6,TK,9203,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9203.B7,TK,9203,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9203.G3,TK,9203,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
3,TK9203.L45,TK,9203,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9203.P7,TK,9203,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
16,TK9204,TK,9204,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
4,TK9207,TK,9207,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
8,TK9210,TK,9210,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9211,TK,9211,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
1,TK9211.5,TK,9211,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
3,TK9212,TK,9212,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
3,TK9350,TK,9350,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
21,TK9360,TK,9360,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9363,TK,9363,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
7,TK9400,TK,9400,nuclear enginnering,,THK,Nuclear power and engineering,BT,,,
2,TK9901,TK,9901,"electrical engineering, eletronics, nuclear engineering",electricity for amateurs,TJF,Electronics engineering,BT,,,
82,TK9956,TK,9956,"electrical engineering, eletronics, nuclear engineering",electricity for amateurs,TJKR,Radio technology,BT,,,
2,TK9957,TK,9957,"electrical engineering, eletronics, nuclear engineering",electricity for amateurs,TJKR,Radio technology,BT,,,
2,TK9961,TK,9961,"electrical engineering, eletronics, nuclear engineering",electricity for amateurs,TJKV,Television technology,BT,,,
23,TK9965,TK,9965,"electrical engineering, eletronics, nuclear engineering",electricity for amateurs,TJF,Electronics engineering,BT,,,
4,TK9968,TK,9968,"electrical engineering, eletronics, nuclear engineering",electricity for amateurs,TTA,Acoustic and sound engineering,BT,,,
18,TK9969,TK,9969,"electrical engineering, eletronics, nuclear engineering",electricity for amateurs,UKP,Personal computers,BT,,,
1,TK51103.483,TK,51103,"electrical engineering, eletronics, nuclear engineering",,TJKW,WAP (wireless) technology,BT,chybné LCC,,
25,TK1-9971,TK,1-9971,"electrical engineering, eletronics, nuclear engineering",,THR+TJ,Electrical engineering+Electronics and communications engineering,EQS,,,
2,TK1001-1841,TK,1001-1841,"electrical engineering, eletronics, nuclear engineering",,KNBL,Electrical power generation and distribution industries,EQS,,,
1,TK7800$a.A37,TK,7800$a,"electrical engineering, eletronics, nuclear engineering",,,,EQS,sdružené LCC,TJF+GBCS,Electronics engineering
1,TK7800-8360,TK,7800-8360,"electrical engineering, eletronics, nuclear engineering",,TJF,Electronics engineering,EQS,,,
1,TK7874-7874.9,TK,7874-7874,"electrical engineering, eletronics, nuclear engineering",,TJF,Electronics engineering,BT,,,
2,TK7876-7876.42,TK,7876-7876,"electrical engineering, eletronics, nuclear engineering",,TJFN,Microwave technology,EQT,,,
40,TK7885-7895,TK,7885-7895,"electrical engineering, eletronics, nuclear engineering",,UK,Computer hardware,NT,,,
2,TK9001-9401,TK,9001-9401,"electrical engineering, eletronics, nuclear engineering",,THK,Nuclear power and engineering,EQS,,,
2,TK9350$aQD117.M5,TK,9350$aQD11,"electrical engineering, eletronics, nuclear engineering",,,,BT,sdružené LCC,THK,Nuclear power and engineering
1,QD1$aTK7871.15.P6b,TK7871.15.,1$aTK7871,chemistry,,,,BT,sdružené LCC,TJFD,Electronic devices and materials
1,QD1$aTK7874.8,TK7874.8,1$aTK7874,chemistry,,,,BT,sdružené LCC,TJF,Electronics engineering
1,QD1$aTK7874b,TK7874b,1$aTK7874b,chemistry,,,,BT,sdružené LCC,TJF,Electronics engineering
21,TL1,TL,1,motor vehicles,,TRC+GBCS,Automotive technology and trades,BT,,,
5,TL2,TL,2,motor vehicles,,TRC+GBCS,Automotive technology and trades,BT,,,
25,TL3,TL,3,motor vehicles,,TRC+GBCS,Automotive technology and trades,BT,,,
45,TL4,TL,4,motor vehicles,,TRC+GBCS,Automotive technology and trades,BT,,,
14,TL6,TL,6,motor vehicles,,TRC,Automotive technology and trades,BT,,,
21,TL9,TL,9,motor vehicles,,TRC+GBCD,Automotive technology and trades,BT,,,
1,TL11,TL,11,motor vehicles,,TRC,Automotive technology and trades,BT,,,
51,TL15,TL,15,motor vehicles,,TRC+TBX,Automotive technology and trades+History of engineering and technology,BT,,,
4,TL23,TL,23,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL55,TL,55,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL64.A97,TL,64,motor vehicles,,TRC,Automotive technology and trades,BT,,,
19,TL65.3,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
3,TL65.4.A37,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
1,TL65.4.J39,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
1,TL65.4.P7,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
1,TL65.4.P73,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
4,TL65.4.S63,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
3,TL65.4.Š56,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
6,TL65.4.T38,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
4,TL65.4.W55,TL,65,motor vehicles,,TRC+1DTJ,Automotive technology and trades,BT,,,
1,TL73.6,TL,73,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL74.S56,TL,74,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL74.Z85,TL,74,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL80.B84,TL,80,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL85,TL,85,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL95.R6,TL,95,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL140.F48,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,BT,,,
1,TL140.F6,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,BT,,,
1,TL140.G35,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,,,,
2,TL140.H73,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,,,,
1,TL140.L47,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,,,,
1,TL140.M3,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,,,,
1,TL140.M43,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,,,,
1,TL140.P48,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,,,,
1,TL140.P67,TL,140,motor vehicles,,TRC+DNBB,Automotive technology and trades,,,,
21,TL145,TL,145,motor vehicles,,TRC,Automotive technology and trades,BT,,,
14,TL146,TL,146,motor vehicles,,TRC+YPMT3,Automotive technology and trades,BT,,,
5,TL146.5,TL,146,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL147,TL,147,motor vehicles,,TRC,Automotive technology and trades,BT,,,
7,TL151,TL,151,motor vehicles,,TRC,Automotive technology and trades,BT,,,
6,TL151.6,TL,151,motor vehicles,,TRC,Automotive technology and trades,BT,,,
49,TL152,TL,152,motor vehicles,,TRCS,Automotive (motor mechanic) skills,BT,,,
14,TL152.3,TL,152,motor vehicles,,TRCS,Automotive (motor mechanic) skills,BT,,,
2,TL152.35,TL,152,motor vehicles,,TRCS,Automotive (motor mechanic) skills,BT,,,
9,TL152.5,TL,152,motor vehicles,,TRCS,Automotive (motor mechanic) skills,BT,,,
23,TL152.6,TL,152,motor vehicles,,TRCS,Automotive (motor mechanic) skills,BT,,,
22,TL152.8,TL,152,motor vehicles,,TRT,Intelligent and automated transport system technology,BT,,,
2,TL153,TL,153,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL153.5,TL,153,motor vehicles,,TRC,Automotive technology and trades,BT,,,
7,TL154,TL,154,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL157,TL,157,motor vehicles,,TRC,Automotive technology and trades,BT,,,
4,TL158,TL,158,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL159,TL,159,motor vehicles,,TRC,Automotive technology and trades,BT,,,
5,TL159.5,TL,159,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL165,TL,165,motor vehicles,,TRC,Automotive technology and trades,BT,,,
3,TL175,TL,175,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL209,TL,209,motor vehicles,,TRC,Automotive technology and trades,BT,,,
31,TL210,TL,210,motor vehicles,,TRC,Automotive technology and trades,BT,,,
5,TL212,TL,212,motor vehicles,,TRC,Automotive technology and trades,BT,,,
4,TL213,TL,213,motor vehicles,,TRC,Automotive technology and trades,BT,,,
4,TL214.C64,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
10,TL214.F78,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL214.F8,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL214.P57,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
11,TL214.P6,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL214.R3,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL214.S8,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
7,TL214.V3,TL,214,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.A37,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.A44,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.A8,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.A82,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.A93,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.A98,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.B25,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.B46,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
9,TL215.B59,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.C33,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
11,TL215.C58,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.D33,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
4,TL215.D34,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
3,TL215.F47,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.F5,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
20,TL215.F53,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
24,TL215.F67,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.H66,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.H98,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.J34,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.J39,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.J44,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
4,TL215.L33,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.L68,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
5,TL215.M39,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
4,TL215.M47,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.M56,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.M58,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
2,TL215.M67,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
4,TL215.N57,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.O48,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
22,TL215.O64,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.O645,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
15,TL215.P48,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.P53,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
5,TL215.P67,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.P73,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
19,TL215.R46,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
1,TL215.S2,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
3,TL215.S33,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
14,TL215.Š5,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
89,TL215.Š56,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
18,TL215.T38,TL,215,motor vehicles,,TRC,Automotive technology and trades,BT,,,
